corpus,recording_id,model,ref_speakers,hyp_speakers,DER_collar0.0,miss_collar0.0_sec,falsealarm_collar0.0_sec,confusion_collar0.0_sec,total_ref_collar0.0_sec,DER_collar0.25,miss_collar0.25_sec,falsealarm_collar0.25_sec,confusion_collar0.25_sec,total_ref_collar0.25_sec,JER
playlogue,ew_42pc_22118,G1-B MarbleNet VAD + VBx,2,1,0.9081,307.57,62.96,76.03,491.76,0.8949,277.31,47.35,61.02,430.99,0.8907
playlogue,ew_42pc_22118,G2-A pyannote community-1,2,2,0.5812,218.2,40.93,26.68,491.76,0.5679,209.34,17.65,17.78,430.99,0.5775
playlogue,ew_42pc_22118,G2-B NeMo diar_msdd_telephonic,2,2,0.8957,426.74,5.55,8.17,491.76,0.8947,378.56,1.43,5.62,430.99,0.8387
playlogue,ew_42pc_22118,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,4,0.578,218.4,48.0,17.84,491.76,0.5606,205.98,24.23,11.39,430.99,0.5548
playlogue,ew_42pc_22118,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.5442,199.64,48.76,19.21,491.76,0.5268,191.51,24.46,11.08,430.99,0.527
playlogue,ew_42pc_22120,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.7492,231.64,85.81,74.33,522.96,0.7415,209.17,65.23,64.77,457.43,0.6289
playlogue,ew_42pc_22120,G1-B MarbleNet VAD + VBx,2,2,0.7259,231.64,85.72,62.25,522.96,0.7101,209.17,65.14,50.52,457.43,0.6478
playlogue,ew_42pc_22120,G2-A pyannote community-1,2,2,0.5151,196.43,48.68,24.25,522.96,0.4933,184.31,26.76,14.57,457.43,0.4939
playlogue,ew_42pc_22120,G2-B NeMo diar_msdd_telephonic,2,2,0.8257,416.19,8.39,7.21,522.96,0.823,370.26,3.28,2.93,457.43,0.8124
playlogue,ew_42pc_22120,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,3,0.5567,236.96,40.64,13.52,522.96,0.535,215.09,21.6,8.05,457.43,0.5302
playlogue,ew_42pc_22120,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.5194,196.07,56.27,19.26,522.96,0.4826,182.68,28.41,9.65,457.43,0.4859
playlogue,ew_42pc_22128,G1-A NeMo MarbleNet+TitaNet+spectral,2,2,0.9206,176.48,63.64,36.42,300.4,0.9181,158.97,53.36,30.01,263.95,0.7749
playlogue,ew_42pc_22128,G1-B MarbleNet VAD + VBx,2,1,1.0033,176.48,63.64,61.27,300.4,0.9915,158.97,53.36,49.37,263.95,0.8963
playlogue,ew_42pc_22128,G2-A pyannote community-1,2,2,0.8856,228.05,20.1,17.88,300.4,0.894,215.6,9.81,10.57,263.95,0.8311
playlogue,ew_42pc_22128,G2-B NeMo diar_msdd_telephonic,2,2,0.9864,291.83,2.46,2.03,300.4,0.9864,257.29,1.58,1.48,263.95,0.975
playlogue,ew_42pc_22128,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,2,0.8934,228.32,25.51,14.56,300.4,0.9025,216.08,13.87,8.26,263.95,0.8223
playlogue,ew_42pc_22128,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.8792,226.06,26.2,11.85,300.4,0.8894,214.47,14.43,5.87,263.95,0.8037
playlogue,ew_42pc_22148,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.6767,258.27,60.84,65.58,568.48,0.6522,223.44,36.86,51.73,478.45,0.6407
playlogue,ew_42pc_22148,G1-B MarbleNet VAD + VBx,2,1,0.7248,258.27,60.84,92.94,568.48,0.7033,223.44,36.86,76.2,478.45,0.7961
playlogue,ew_42pc_22148,G2-A pyannote community-1,2,3,0.5645,175.7,60.23,84.96,568.48,0.526,160.85,27.23,63.56,478.45,0.5986
playlogue,ew_42pc_22148,G2-B NeMo diar_msdd_telephonic,2,1,0.84,422.04,15.79,39.69,568.48,0.8289,358.35,5.59,32.64,478.45,0.8771
playlogue,ew_42pc_22148,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,4,0.5318,207.52,57.19,37.6,568.48,0.4889,180.96,27.19,25.76,478.45,0.5217
playlogue,ew_42pc_22148,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.4697,179.36,54.23,33.43,568.48,0.431,168.03,18.33,19.82,478.45,0.4767
playlogue,ew_54ec_11023,G1-A NeMo MarbleNet+TitaNet+spectral,2,2,0.8193,313.5,100.51,66.49,586.48,0.8233,285.1,80.53,59.45,516.33,0.7998
playlogue,ew_54ec_11023,G1-B MarbleNet VAD + VBx,2,1,0.7584,313.5,100.42,30.84,586.48,0.7553,285.1,80.44,24.47,516.33,0.8097
playlogue,ew_54ec_11023,G2-A pyannote community-1,2,2,0.6368,274.85,56.45,42.17,586.48,0.6243,261.01,29.5,31.84,516.33,0.6404
playlogue,ew_54ec_11023,G2-B NeMo diar_msdd_telephonic,2,1,0.8002,447.66,16.24,5.38,586.48,0.8,401.4,8.32,3.35,516.33,0.8733
playlogue,ew_54ec_11023,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,3,0.5826,267.2,63.76,10.72,586.48,0.5696,251.14,36.13,6.84,516.33,0.5359
playlogue,ew_54ec_11023,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.5626,245.66,73.15,11.16,586.48,0.5479,239.51,36.3,7.06,516.33,0.5184
playlogue,ew_54ec_12007,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.5931,244.32,123.9,75.41,748.0,0.5618,221.04,82.43,60.11,647.23,0.5185
playlogue,ew_54ec_12007,G1-B MarbleNet VAD + VBx,2,3,0.621,244.32,123.9,96.32,748.0,0.5869,221.04,82.42,76.41,647.23,0.5503
playlogue,ew_54ec_12007,G2-A pyannote community-1,2,2,0.5406,209.48,113.82,81.06,748.0,0.4916,195.63,61.99,60.57,647.23,0.5195
playlogue,ew_54ec_12007,G2-B NeMo diar_msdd_telephonic,2,2,0.5975,373.45,45.53,27.93,748.0,0.5703,333.56,18.57,16.99,647.23,0.5882
playlogue,ew_54ec_12007,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,3,0.5247,252.56,97.84,42.08,748.0,0.4777,225.36,52.48,31.35,647.23,0.4822
playlogue,ew_54ec_12007,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.4616,175.9,130.02,39.38,748.0,0.4081,167.0,72.13,24.98,647.23,0.4285
playlogue,ew_54ec_12014,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.8557,200.68,66.58,41.53,360.88,0.8575,189.19,55.28,37.19,328.45,0.6971
playlogue,ew_54ec_12014,G1-B MarbleNet VAD + VBx,2,2,0.8115,200.68,66.58,25.6,360.88,0.8113,189.19,55.28,22.01,328.45,0.6977
playlogue,ew_54ec_12014,G2-A pyannote community-1,2,2,0.692,186.91,34.72,28.11,360.88,0.6887,181.52,21.43,23.27,328.45,0.6572
playlogue,ew_54ec_12014,G2-B NeMo diar_msdd_telephonic,2,2,0.787,262.85,13.08,8.1,360.88,0.7886,244.62,7.77,6.64,328.45,0.7602
playlogue,ew_54ec_12014,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,3,0.6726,194.0,36.32,12.4,360.88,0.6677,185.93,23.32,10.07,328.45,0.6225
playlogue,ew_54ec_12014,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.6595,202.56,28.32,7.11,360.88,0.6525,195.59,14.59,4.14,328.45,0.6176
playlogue,ew_54ec_12029,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.6922,236.46,134.31,57.63,618.88,0.6861,221.78,105.7,50.55,551.02,0.5319
playlogue,ew_54ec_12029,G1-B MarbleNet VAD + VBx,2,2,0.8974,236.46,134.31,184.61,618.88,0.8678,221.78,105.7,150.7,551.02,0.8037
playlogue,ew_54ec_12029,G2-A pyannote community-1,2,2,0.5317,245.47,59.52,24.06,618.88,0.5121,233.61,31.89,16.67,551.02,0.4924
playlogue,ew_54ec_12029,G2-B NeMo diar_msdd_telephonic,2,2,0.6608,363.25,33.44,12.25,618.88,0.6514,335.55,16.15,7.27,551.02,0.6332
playlogue,ew_54ec_12029,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,2,0.5489,280.0,52.24,7.44,618.88,0.5312,259.38,28.86,4.46,551.02,0.502
playlogue,ew_54ec_12029,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.4912,219.68,72.46,11.87,618.88,0.4709,213.59,39.99,5.87,551.02,0.437
playlogue,ew_54ec_22118,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.6555,242.06,164.17,67.27,722.34,0.6486,220.27,118.72,51.51,602.1,0.5802
playlogue,ew_54ec_22118,G1-B MarbleNet VAD + VBx,2,2,0.6619,242.06,164.17,71.87,722.34,0.6489,220.27,118.72,51.72,602.1,0.6115
playlogue,ew_54ec_22118,G2-A pyannote community-1,2,2,0.5548,225.06,138.5,37.21,722.34,0.5268,208.19,83.63,25.39,602.1,0.5149
playlogue,ew_54ec_22118,G2-B NeMo diar_msdd_telephonic,2,1,0.6325,344.77,62.29,49.83,722.34,0.6116,304.42,30.78,33.03,602.1,0.7186
playlogue,ew_54ec_22118,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,3,0.554,248.24,131.36,20.56,722.34,0.5182,221.22,78.05,12.74,602.1,0.5063
playlogue,ew_54ec_22118,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.6035,377.0,48.21,10.75,722.34,0.5834,328.94,19.93,2.37,602.1,0.6639
playlogue,ew_54ec_22120,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.7859,246.6,109.26,72.56,545.12,0.795,233.21,88.5,67.22,489.21,0.6417
playlogue,ew_54ec_22120,G1-B MarbleNet VAD + VBx,2,2,0.7403,246.6,109.26,47.69,545.12,0.7456,233.21,88.5,43.04,489.21,0.6412
playlogue,ew_54ec_22120,G2-A pyannote community-1,2,3,0.6034,265.05,52.52,11.35,545.12,0.6043,255.81,32.79,7.03,489.21,0.5516
playlogue,ew_54ec_22120,G2-B NeMo diar_msdd_telephonic,2,2,0.7257,361.54,27.65,6.4,545.12,0.7289,337.06,16.02,3.51,489.21,0.7172
playlogue,ew_54ec_22120,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,4,0.6247,282.96,49.52,8.08,545.12,0.6223,265.91,32.38,6.14,489.21,0.5722
playlogue,ew_54ec_22120,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.5797,239.55,64.26,12.21,545.12,0.5747,235.98,37.6,7.57,489.21,0.5276
playlogue,ew_54ec_22128,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.6762,187.92,46.31,36.09,399.76,0.6643,169.74,31.28,31.39,349.85,0.6488
playlogue,ew_54ec_22128,G1-B MarbleNet VAD + VBx,2,2,0.717,187.92,46.31,52.38,399.76,0.7047,169.74,31.28,45.54,349.85,0.7704
playlogue,ew_54ec_22128,G2-A pyannote community-1,2,2,0.5652,160.37,37.46,28.1,399.76,0.5462,152.65,17.77,20.65,349.85,0.5738
playlogue,ew_54ec_22128,G2-B NeMo diar_msdd_telephonic,2,1,0.7448,279.16,8.58,10.0,399.76,0.7383,247.48,2.93,7.88,349.85,0.8344
playlogue,ew_54ec_22128,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,2,0.5351,164.96,44.4,4.56,399.76,0.5156,153.52,24.65,2.21,349.85,0.4919
playlogue,ew_54ec_22128,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.4969,153.8,39.02,5.81,399.76,0.4788,146.13,18.77,2.6,349.85,0.4781
playlogue,ew_54ec_22148,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.5812,148.6,106.3,41.81,510.48,0.5637,135.76,78.76,32.21,437.67,0.5161
playlogue,ew_54ec_22148,G1-B MarbleNet VAD + VBx,2,2,0.577,148.6,106.3,39.63,510.48,0.5571,135.76,78.76,29.31,437.67,0.5484
playlogue,ew_54ec_22148,G2-A pyannote community-1,2,2,0.4506,141.69,72.4,15.92,510.48,0.4187,130.05,44.31,8.89,437.67,0.4359
playlogue,ew_54ec_22148,G2-B NeMo diar_msdd_telephonic,2,2,0.5316,208.77,49.28,13.32,510.48,0.5087,187.5,28.64,6.5,437.67,0.5691
playlogue,ew_54ec_22148,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,4,0.4654,169.2,59.25,9.12,510.48,0.4299,149.75,33.56,4.86,437.67,0.4514
playlogue,ew_54ec_22148,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.4959,163.7,70.66,18.8,510.48,0.4568,150.01,38.59,11.34,437.67,0.5096
playlogue,gleason_father_david,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.8696,63.93,17.45,14.35,110.08,0.8775,55.36,12.43,10.75,89.52,0.7443
playlogue,gleason_father_david,G1-B MarbleNet VAD + VBx,2,1,0.8877,63.93,17.45,16.34,110.08,0.8915,55.36,12.43,12.01,89.52,0.8263
playlogue,gleason_father_david,G2-A pyannote community-1,2,2,0.655,54.59,10.39,7.12,110.08,0.6653,49.92,6.14,3.49,89.52,0.6175
playlogue,gleason_father_david,G2-B NeMo diar_msdd_telephonic,2,2,0.7856,71.03,8.14,7.31,110.08,0.7895,61.62,4.64,4.41,89.52,0.7382
playlogue,gleason_father_david,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,2,0.7115,54.64,17.12,6.56,110.08,0.7149,48.5,11.83,3.67,89.52,0.6317
playlogue,gleason_father_david,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.6929,50.16,16.04,10.07,110.08,0.7025,46.64,10.44,5.8,89.52,0.6259
playlogue,gleason_father_helen,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.6442,561.49,114.81,99.51,1204.33,0.6165,485.2,62.28,72.06,1004.87,0.6031
playlogue,gleason_father_helen,G1-B MarbleNet VAD + VBx,2,2,0.6932,561.49,114.81,158.49,1204.33,0.6587,485.2,62.28,114.38,1004.87,0.6693
playlogue,gleason_father_helen,G2-A pyannote community-1,2,2,0.4579,332.49,164.37,54.66,1204.33,0.4083,304.32,76.77,29.16,1004.87,0.4259
playlogue,gleason_father_helen,G2-B NeMo diar_msdd_telephonic,2,3,0.6435,627.92,86.63,60.43,1204.33,0.6158,545.32,37.13,36.37,1004.87,0.6181
playlogue,gleason_father_helen,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,2,0.4908,397.54,152.72,40.8,1204.33,0.4395,344.05,76.73,20.88,1004.87,0.4526
playlogue,gleason_father_helen,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.4542,201.35,270.21,75.48,1204.33,0.3939,190.61,165.37,39.8,1004.87,0.4015
playlogue,gleason_father_isadora,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.8702,200.06,429.15,606.63,1420.16,0.8276,156.8,288.09,460.58,1094.07,0.7172
playlogue,gleason_father_isadora,G1-B MarbleNet VAD + VBx,2,4,0.8606,200.06,429.15,592.99,1420.16,0.8267,156.8,288.09,459.56,1094.07,0.6483
playlogue,gleason_father_isadora,G2-A pyannote community-1,2,2,0.517,391.09,235.3,107.77,1420.16,0.452,328.37,101.93,64.19,1094.07,0.5085
playlogue,gleason_father_isadora,G2-B NeMo diar_msdd_telephonic,2,1,0.7996,1094.97,27.2,13.36,1420.16,0.7788,840.65,6.37,5.09,1094.07,0.8467
playlogue,gleason_father_isadora,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,3,0.5056,276.08,356.86,85.12,1420.16,0.4259,232.5,182.18,51.28,1094.07,0.4549
playlogue,gleason_father_isadora,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.4728,286.84,285.07,99.59,1420.16,0.3885,223.19,155.4,46.46,1094.07,0.4568
playlogue,gleason_mother_david,G1-A NeMo MarbleNet+TitaNet+spectral,2,4,0.5678,501.73,140.39,140.96,1379.11,0.5355,417.65,70.45,107.31,1111.98,0.596
playlogue,gleason_mother_david,G1-B MarbleNet VAD + VBx,2,3,0.5877,501.73,140.39,168.34,1379.11,0.5495,417.65,70.44,122.96,1111.98,0.6121
playlogue,gleason_mother_david,G2-A pyannote community-1,2,5,0.571,310.89,190.38,286.16,1379.11,0.5211,268.44,85.96,225.02,1111.98,0.5741
playlogue,gleason_mother_david,G2-B NeMo diar_msdd_telephonic,2,2,0.6046,614.22,84.73,134.91,1379.11,0.5782,507.6,31.85,103.45,1111.98,0.7162
playlogue,gleason_mother_david,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,4,0.4728,331.36,179.92,140.8,1379.11,0.4163,272.18,83.17,107.54,1111.98,0.4509
playlogue,gleason_mother_david,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.3854,173.66,242.14,115.76,1379.11,0.3235,155.59,126.9,77.26,1111.98,0.3985
playlogue,gleason_mother_helen,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.6325,649.79,146.63,98.22,1414.4,0.5939,553.14,77.6,68.83,1177.98,0.612
playlogue,gleason_mother_helen,G1-B MarbleNet VAD + VBx,2,2,0.6642,649.79,146.63,143.09,1414.4,0.6243,553.14,77.6,104.67,1177.98,0.6551
playlogue,gleason_mother_helen,G2-A pyannote community-1,2,2,0.4675,334.53,206.25,120.51,1414.4,0.3998,303.74,88.25,78.91,1177.98,0.4502
playlogue,gleason_mother_helen,G2-B NeMo diar_msdd_telephonic,2,3,0.6575,769.98,101.9,58.14,1414.4,0.6223,658.65,42.06,32.34,1177.98,0.6584
playlogue,gleason_mother_helen,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,2,0.4351,408.0,167.36,40.0,1414.4,0.3675,346.33,68.96,17.65,1177.98,0.3995
playlogue,gleason_mother_helen,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.3825,251.08,224.59,65.39,1414.4,0.3098,221.85,111.84,31.28,1177.98,0.3528
playlogue,gleason_mother_isadora,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.607,56.01,57.3,40.92,254.08,0.5666,45.67,35.44,29.55,195.3,0.5324
playlogue,gleason_mother_isadora,G1-B MarbleNet VAD + VBx,2,1,0.6458,56.01,57.3,50.78,254.08,0.6031,45.67,35.44,36.67,195.3,0.7475
playlogue,gleason_mother_isadora,G2-A pyannote community-1,2,2,0.5733,56.25,41.42,48.0,254.08,0.5217,49.34,18.2,34.35,195.3,0.707
playlogue,gleason_mother_isadora,G2-B NeMo diar_msdd_telephonic,2,1,0.7936,187.17,7.89,6.58,254.08,0.7788,145.78,2.21,4.09,195.3,0.8477
playlogue,gleason_mother_isadora,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,2,0.4512,65.52,41.03,8.08,254.08,0.3838,52.56,17.76,4.64,195.3,0.4392
playlogue,gleason_mother_isadora,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.3916,54.46,34.29,10.75,254.08,0.3307,45.77,14.29,4.52,195.3,0.3927
playlogue,vh_eastf,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.6099,116.9,47.12,30.56,319.04,0.5736,102.22,28.7,22.63,267.71,0.549
playlogue,vh_eastf,G1-B MarbleNet VAD + VBx,2,1,0.8172,116.9,47.12,96.69,319.04,0.7792,102.22,28.7,77.67,267.71,0.824
playlogue,vh_eastf,G2-A pyannote community-1,2,2,0.5942,75.43,50.31,63.85,319.04,0.5503,69.22,27.18,50.93,267.71,0.5884
playlogue,vh_eastf,G2-B NeMo diar_msdd_telephonic,2,2,0.6544,167.88,27.22,13.67,319.04,0.625,145.0,13.64,8.68,267.71,0.6147
playlogue,vh_eastf,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,2,0.455,75.52,53.1,16.56,319.04,0.4042,65.95,30.95,11.32,267.71,0.4153
playlogue,vh_eastf,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.4085,73.26,44.9,12.17,319.04,0.3658,68.03,23.99,5.89,267.71,0.3785
playlogue,vh_huntf,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.7783,53.65,152.1,116.42,413.92,0.7633,47.29,119.51,99.91,349.42,0.5683
playlogue,vh_huntf,G1-B MarbleNet VAD + VBx,2,2,0.7863,53.65,152.1,119.71,413.92,0.7621,47.29,119.51,99.48,349.42,0.6448
playlogue,vh_huntf,G2-A pyannote community-1,2,3,0.8181,94.29,141.28,103.05,413.92,0.79,88.37,105.15,82.53,349.42,0.6257
playlogue,vh_huntf,G2-B NeMo diar_msdd_telephonic,2,2,0.692,222.37,39.4,24.64,413.92,0.6769,196.47,23.62,16.43,349.42,0.6766
playlogue,vh_huntf,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,2,0.5818,151.77,58.72,30.32,413.92,0.5452,134.17,35.24,21.1,349.42,0.5463
playlogue,vh_huntf,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.5983,204.54,28.73,14.36,413.92,0.5745,181.9,12.24,6.6,349.42,0.6016
playlogue,vh_riotf,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.7661,138.19,26.21,29.53,253.12,0.7453,122.78,18.25,24.17,221.65,0.7065
playlogue,vh_riotf,G1-B MarbleNet VAD + VBx,2,1,0.8528,138.19,26.21,51.45,253.12,0.8356,122.78,18.25,44.18,221.65,0.8613
playlogue,vh_riotf,G2-A pyannote community-1,2,2,0.7388,65.04,54.07,67.88,253.12,0.6948,61.0,35.96,57.04,221.65,0.7525
playlogue,vh_riotf,G2-B NeMo diar_msdd_telephonic,2,3,0.749,156.14,17.88,15.56,253.12,0.7348,139.11,10.81,12.96,221.65,0.7039
playlogue,vh_riotf,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,2,0.5708,82.0,43.28,19.2,253.12,0.5305,73.5,28.24,15.83,221.65,0.5226
playlogue,vh_riotf,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.4958,59.92,46.75,18.84,253.12,0.4607,58.53,30.42,13.17,221.65,0.4569
playlogue,vh_skipf,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.715,137.63,77.07,53.51,375.12,0.6967,118.99,52.08,41.66,305.34,0.5885
playlogue,vh_skipf,G1-B MarbleNet VAD + VBx,2,2,0.6938,137.63,77.07,45.57,375.12,0.6704,118.99,52.08,33.63,305.34,0.6026
playlogue,vh_skipf,G2-A pyannote community-1,2,2,0.704,116.36,63.37,84.35,375.12,0.6665,107.0,34.46,62.05,305.34,0.673
playlogue,vh_skipf,G2-B NeMo diar_msdd_telephonic,2,2,0.6937,209.76,33.13,17.33,375.12,0.6729,178.04,16.97,10.47,305.34,0.649
playlogue,vh_skipf,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,2,0.5727,119.92,71.7,23.2,375.12,0.536,101.88,45.95,15.81,305.34,0.5014
playlogue,vh_skipf,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.5573,129.18,59.25,20.64,375.12,0.532,118.37,32.27,11.82,305.34,0.501
